Facility Name,Opening Days and Hours,Phone,Latitude,Longitude,Formatted Address,Primary Type,Accessibility Options,Maps URI,Website URI
DENS BARLIČ d.o.o.,Monday: 12:00 – 8:00 PM; Tuesday: 12:00 – 6:30 PM; Wednesday: 7:30 AM – 2:00 PM; Thursday: 7:30 AM – 2:00 PM; Friday: 7:30 AM – 12:30 PM; Saturday: Closed; Sunday: Closed,+386 7 499 22 08,45.9091624,15.596299,"Pleteršnikova ulica 1, 8250 Brežice, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=983017978113048330,https://www.dens-barlic.si/

DENT MEDICO TERAN d.o.o.,Monday: Closed; Tuesday: 2:30 – 8:00 PM; Wednesday: 6:30 AM – 12:00 PM; Thursday: Closed; Friday: 6:30 AM – 12:00 PM; Saturday: Closed; Sunday: Closed,+386 4 257 58 80,46.303966599999995,14.2965003,"Zgornje Duplje 101a, 4203 Duplje, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=14489153290087583618,https://www.moja-dejavnost.si/zobna-ordinacija-za-odrasle-kranj-okolica/dent-medico-teran-doo/MM1rpiD4
DENTAL ART D.O.O.,Monday: 11:00 AM – 9:00 PM; Tuesday: 7:00 AM – 3:30 PM; Wednesday: 7:30 AM – 8:30 PM; Thursday: 7:00 AM – 3:00 PM; Friday: 7:00 AM – 2:30 PM; Saturday: Closed; Sunday: Closed,+386 3 544 17 50,46.2266948,15.266011399999998,"Razlagova ulica 10, 3000 Celje, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=7052562901323339517,http://www.dentalart.pro/
DENTAL B zobozdravstvene in zdravstvene storitve d.o.o.,,,46.046070199999996,14.4683711,"c.na Brdo 71, 1000 Ljubljana, Slovenia",,wheelchairAccessibleParking,https://maps.google.com/?cid=7821145388549452973,
DENTALNA AKADEMIJA D.O.O. - Saša Savić dr.dent.med. spec.,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 8:00 PM; Saturday: Closed; Sunday: Closed,+386 51 334 334,46.0339479,14.483390399999998,"Koprska ulica 94a, 1000 Ljubljana, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=15728135900690988719,http://www.dentalna-akademija.si/
DENTALNI IN ESTETSKI STUDIO VB d.o.o.,Monday: 7:45 AM – 6:45 PM; Tuesday: 9:00 AM – 7:30 PM; Wednesday: 7:15 AM – 7:30 PM; Thursday: 7:00 AM – 3:00 PM; Friday: 7:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 41 301 941,46.5512242,15.642078399999999,"Jezdarska ulica 7, 2000 Maribor, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=1495919739823773348,https://dentalni-estetski.si/
DENTALNI STUDIO AS - ZORIČ HOMAN ALEKSANDRA DR. DENT. MED.,Monday: 12:00 – 7:30 PM; Tuesday: 12:00 – 7:30 PM; Wednesday: 8:00 AM – 3:00 PM; Thursday: 8:00 AM – 3:00 PM; Friday: 8:00 – 11:30 AM; Saturday: Closed; Sunday: Closed,+386 40 125 240,46.076648399999996,14.4659499,"Ulica bratov Babnik 10, 1000 Ljubljana, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=9536135951051902430,https://www.studio-as.si/
DENTALNI STUDIO BARBARA ŠKRLJ GOLOB,,+386 51 220 999,46.143091999999996,14.5973383,"Ulica Nikola Tesla 19, 1230 Domžale, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=14918816113667757779,http://www.dentalnistudio.com/
DENTALNI STUDIO MB D.O.O.,,+386 31 727 848,46.042849499999996,14.4981116,"Zeljarska ulica, 1000 Ljubljana, Slovenia",dentist,,https://maps.google.com/?cid=9423723358451881744,https://www.dr-m.si/
DENTAMEDICA d.o.o.,Monday: 12:00 – 8:00 PM; Tuesday: 12:00 – 8:00 PM; Wednesday: 8:00 AM – 3:00 PM; Thursday: 8:00 AM – 3:00 PM; Friday: 8:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,+386 2 818 53 33,46.38413740000001,15.564470799999997,"Ljubljanska cesta 80, 2310 Slovenska Bistrica, Slovenia",point_of_interest,wheelchairAccessibleParking,https://maps.google.com/?cid=6562435928022269153,
DENTART d.o.o.,,+386 1 433 93 59,46.051991,14.513129600000001,"Petkovškovo nabrežje 57, 1000 Ljubljana, Slovenia",dental_clinic,,https://maps.google.com/?cid=12017758171962280191,http://www.dentart.si/
DENTEC - Zdravstvene storitve d.o.o.,Monday: 1:00 – 8:00 PM; Tuesday: 7:00 AM – 2:00 PM; Wednesday: 7:00 AM – 2:00 PM; Thursday: 1:00 – 8:00 PM; Friday: 7:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 5 626 03 36,45.529021799999995,13.7304318,"Dolinska cesta 17c, 6000 Koper, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=15765254736423580853,https://zobozdravnik-koper.com/
DENTIM zobozdravstvo d.o.o.,,+386 1 565 91 40,46.078089999999996,14.512027199999999,"Dunajska c. 129, 1000 Ljubljana, Slovenia",point_of_interest,,https://maps.google.com/?cid=4770082320283868651,http://www.rabim.info/dentis-doo-zobozdravstvo-svetovanje-trgovina-zastopstvo-100249
DEPIK d.o.o.,,+386 1 563 14 20,46.0953769,14.527061099999997,"C. 24. Junija 31, 1231 Ljubljana - Črnuče, Slovenia",doctor,wheelchairAccessibleParking,https://maps.google.com/?cid=10375019225724045976,http://www.vitadens.si/
DERMAMED SPECIALISTICNA AMBULANTA LIDIJA PUSTAI-ŠAFARIC DR.MED. SPEC.DERMATOVENEROLOG,Monday: 12:00 – 8:00 PM; Tuesday: 7:00 AM – 3:00 PM; Wednesday: 7:00 AM – 3:00 PM; Thursday: 7:00 AM – 3:00 PM; Friday: 7:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,+386 2 534 83 01,46.6594105,16.169371299999998,"Ulica arhitekta Novaka 13, 9000 Murska Sobota, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=14039197708993312915,http://www.dermatologija.net/
DIAGNOSTIČNI CENTER BLED D.O.O.,Monday: 8:00 AM – 4:00 PM; Tuesday: 8:00 AM – 4:00 PM; Wednesday: 8:00 AM – 4:00 PM; Thursday: 8:00 AM – 4:00 PM; Friday: 8:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,+386 4 579 80 00,46.3709105,14.1046178,"Pod Skalo 4, 4260 Bled, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=10359340082977029938,https://www.dc-bled.si/
DIAGNOSTIČNI CENTER ROGAŠKA D.O.O.,Monday: 8:00 AM – 4:30 PM; Tuesday: 8:00 AM – 4:30 PM; Wednesday: 8:00 AM – 4:30 PM; Thursday: 8:00 AM – 4:30 PM; Friday: 8:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 3 819 14 11,46.243808,15.627254899999999,"Prvomajska ulica 29a, 3250 Rogaška Slatina, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=6330178836738528917,
DIDENT D.O.O.,,+386 1 436 11 77,46.066421399999996,14.511284000000002,"Peričeva ulica 27, 1000 Ljubljana, Slovenia",dentist,wheelchairAccessibleParking,https://maps.google.com/?cid=13961637837538778967,
DIGITALNA SLIKOVNA DIAGNOSTIKA d.o.o.,Monday: 7:30 AM – 6:00 PM; Tuesday: 7:30 AM – 6:00 PM; Wednesday: 7:30 AM – 6:00 PM; Thursday: 7:30 AM – 6:00 PM; Friday: 7:30 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,+386 2 772 07 31,46.4183105,15.8853567,"Puhova ulica 9a, 2250 Ptuj, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=1019085369634572007,
DIKIĆ KRSTINIĆ SNEŽANA - ZOBOZDRAVSTVO ODRASLIH,,+386 1 898 43 81,46.0534828,14.837503600000002,"Partizanska pot 8b, 1270 Litija, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=10568333167259379535,
DK DENT zobozdravstvo in druge storitve d.o.o.,Monday: 1:00 – 7:30 PM; Tuesday: 6:45 AM – 1:00 PM; Wednesday: 1:00 – 7:30 PM; Thursday: 6:45 AM – 1:00 PM; Friday: 6:45 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 590 59000,46.0497239,14.483814699999998,"Rožna Dolina, cesta V 26, 1000 Ljubljana, Slovenia",dental_clinic,,https://maps.google.com/?cid=8755831002902049205,
DKC dentalno kirurški center d.o.o.,Monday: 8:30 AM – 4:00 PM; Tuesday: 8:30 AM – 4:00 PM; Wednesday: 8:30 AM – 4:00 PM; Thursday: 8:30 AM – 4:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,+386 30 643 693,46.0767507,14.4841463,"Rakuševa ulica 6, 1000 Ljubljana, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=16736377427136527346,http://www.d-center.si/
DODODENT d.o.o.,Monday: 1:00 – 7:30 PM; Tuesday: 6:45 AM – 1:00 PM; Wednesday: 1:00 – 7:30 PM; Thursday: 6:45 AM – 1:00 PM; Friday: 6:45 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 590 59000,46.0497239,14.483814699999998,"Rožna Dolina, cesta V 26, 1000 Ljubljana, Slovenia",dental_clinic,,https://maps.google.com/?cid=8755831002902049205,
DOMICIJAN D.O.O.,Monday: 7:00 AM – 1:00 PM; Tuesday: 1:00 – 7:00 PM; Wednesday: 7:00 AM – 1:00 PM; Thursday: 7:00 AM – 1:00 PM; Friday: 7:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 4 231 57 11,46.233367699999995,14.343653199999999,"Pante 11, 4000 Kranj, Slovenia",tour_agency,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=12251258165181950792,http://www.domicijan.si/
DR. KOŠUTIC INTERNISTICNA GASTROENTEROLOŠKA AMBULANTA,,+386 3 581 54 60,46.2391637,15.633224799999999,"Celjska cesta 7, 3250 Rogaška Slatina, Slovenia",pharmacy,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=10265566637629100215,
DR. POŠTENJAK D.O.O. SPECIALISTICNA PSIHIATRICNA AMBULANTNA DEJAVNOST MAG.SCI. VLADIMIR POŠTENJAK,,+386 2 250 29 50,46.561247400000006,15.6533359,"Cankarjeva ulica 6, 2000 Maribor, Slovenia",doctor,wheelchairAccessibleParking,https://maps.google.com/?cid=9623857033962404187,https://www.cakalnedobe.si/ambulante/dr-postenjak-specialisticna-psihiatricna-ambulantna-dejavnost-d-o-o-psihiatrija/
DR.ŠEGOTA - PULMOLOG. D.O.O. SPECIALISTIČNE ZDRAVSTVENE STORITVE,,+386 41 883 250,46.268544,15.277171000000001,"Prekorje 53, 3211 Škofja vas, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=3519778495172093535,
DUA DENT ZOBOZDRAVSTVENE STORITVE D.O.O.,Monday: 1:00 – 7:30 PM; Tuesday: 6:45 AM – 1:00 PM; Wednesday: 1:00 – 7:30 PM; Thursday: 6:45 AM – 1:00 PM; Friday: 6:45 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 590 59000,46.0497239,14.483814699999998,"Rožna Dolina, cesta V 26, 1000 Ljubljana, Slovenia",dental_clinic,,https://maps.google.com/?cid=8755831002902049205,
Daruma d.o.o.,,+386 838 05090,46.0621973,14.5074779,"Dunajska c. 31, 1000 Ljubljana, Slovenia",doctor,wheelchairAccessibleParking,https://maps.google.com/?cid=1994555320904337595,
Davor Štanfel dr.dent.med.-Zasebna stomatološka ordinacija,Monday: 3:00 – 8:50 PM; Tuesday: 7:00 AM – 12:50 PM; Wednesday: 7:00 AM – 12:50 PM; Thursday: 7:00 AM – 12:50 PM; Friday: 7:00 AM – 12:50 PM; Saturday: Closed; Sunday: Closed,+386 5 639 76 26,45.530665299999995,13.7357056,"Obrtniška ulica 30, 6000 Koper, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=3691061697067768777,http://www.mojzobar.si/zobna-ordinacija/
Debelak Simona - Zobozdravstvena ordinacija,,+386 4 201 53 00,46.246291,14.365868400000002,"Tekstilna ulica 17, 4000 Kranj, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=12503459968489197223,http://www.simona-debelak.si/
Denis Džanković dr.dent.med. Zasebna zobozdravstvena ordinacija,Monday: 12:00 – 7:30 PM; Tuesday: 7:30 AM – 2:30 PM; Wednesday: 7:30 AM – 2:30 PM; Thursday: 12:00 – 7:30 PM; Friday: 7:30 AM – 1:30 PM; Saturday: Closed; Sunday: Closed,+386 7 393 75 00,45.752879799999995,15.0541386,"Keltska ulica 9, 8350 Dolenjske Toplice, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=8086907452797726574,http://d-dent.si/
Dental Design d.o.o.,Monday: 8:00 AM – 7:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 7:00 PM; Saturday: Closed; Sunday: Closed,+386 41 331 199,46.0339479,14.483390399999998,"Koprska ulica 94a, 1000 Ljubljana, Slovenia",dentist,wheelchairAccessibleParking,https://maps.google.com/?cid=17898255091598562733,
Dental center d.o.o.,Monday: 8:00 AM – 7:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 1 283 61 70,46.041365299999995,14.497736199999999,"Kolezijska ulica 25a, 1000 Ljubljana, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=16923391703219876586,https://www.babit.si/
Dentalni atelje d.o.o.,,+386 31 727 848,46.042849499999996,14.4981116,"Zeljarska ulica, 1000 Ljubljana, Slovenia",dentist,,https://maps.google.com/?cid=9423723358451881744,https://www.dr-m.si/
Dentalni center Jakoš d.o.o.,Monday: 10:30 AM – 6:00 PM; Tuesday: 7:00 AM – 6:00 PM; Wednesday: 7:00 AM – 6:00 PM; Thursday: 7:00 AM – 6:00 PM; Friday: 7:00 – 11:00 AM; Saturday: Closed; Sunday: Closed,+386 31 327 660,46.0424255,14.4778554,"Tržaška c. 78, 1000 Ljubljana, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=7427968669985512297,http://dentalnistudio.si/
Dentalni center dr. Lah Kravanja d.o.o.-Ortodontija Bovec,,+386 30 271 161,46.340196,13.5575216,"Mala vas 56, 5230 Bovec, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=3557867402228221626,http://www.mydentist.si/
Dentalni center dr. Lah Kravanja d.o.o.-Ortodontija Tolmin,,+386 30 271 161,46.340196,13.5575216,"Mala vas 56, 5230 Bovec, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=3557867402228221626,http://www.mydentist.si/
Dentalni center dr. Lah Kravanja d.o.o.-Zobozdravstvo odrasli,,+386 30 271 161,46.340196,13.5575216,"Mala vas 56, 5230 Bovec, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=3557867402228221626,http://www.mydentist.si/
Dentalni studio Manja Pavlič dr.dent.med.,Monday: 12:30 – 7:30 PM; Tuesday: 7:30 AM – 2:30 PM; Wednesday: 12:30 – 7:30 PM; Thursday: 7:30 AM – 2:30 PM; Friday: 9:00 PM – 12:00 AM; Saturday: 12:00 AM – 7:30 PM; Sunday: Closed,+386 2 252 43 87,46.557337399999994,15.645200899999999,"Glavni trg 4, 2000 Maribor, Slovenia",dental_clinic,wheelchairAccessibleRestroom,https://maps.google.com/?cid=4063879559296583482,
Dentiko d.o.o. - zobna ambulanta,Monday: 9:00 AM – 8:00 PM; Tuesday: 9:00 AM – 8:00 PM; Wednesday: 9:00 AM – 8:00 PM; Thursday: 9:00 AM – 8:00 PM; Friday: 9:00 AM – 8:00 PM; Saturday: Closed; Sunday: Closed,+386 838 13600,46.535542299999996,15.624501799999999,"Radvanjska cesta 134, 2000 Maribor, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=823963986945718853,http://dentiko.si/
Dentin d.o.o.,Monday: 12:30 – 8:00 PM; Tuesday: 8:00 AM – 2:00 PM; Wednesday: 8:00 AM – 2:00 PM; Thursday: 1:00 – 8:00 PM; Friday: 8:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 41 393 134,46.416829799999995,15.877172799999999,"Na Tratah 4, 2250 Ptuj, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=11238431620921374903,
DentisMed zobozdravstvo in druge storitve d.o.o.,,+386 1 283 28 75,46.0361903,14.4895219,"Cesta v Mestni log 55, 1000 Ljubljana, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=2458745542598594985,http://www.dentex.si/
Dentmed d.o.o.,,+386 68 182 683,46.0493027,14.4866759,"Svetčeva ulica 9, 1000 Ljubljana, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=9647321243734354206,
Dermadent d.o.o. Ljubljana PE Dermatologija Dermadent,Monday: 7:30 – 10:30 AM; Tuesday: 8:00 – 11:30 AM; Wednesday: 3:00 – 7:00 PM; Thursday: 7:00 AM – 7:30 PM; Friday: 3:00 – 7:00 PM; Saturday: Closed; Sunday: Closed,+386 590 98642,46.0667652,14.4896658,"Na jami 16, 1000 Ljubljana, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=14778629400178603611,http://www.dermadent.si/
Dermastja Desislava-Zasebna zobozdravstvena ordinacija,,+386 590 33505,46.08669510000001,14.4787093,"Cesta Ljubljanske brigade 23, 1000 Ljubljana, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=844258271219418163,https://odpiralnicasi.com/spots/zasebna-zobozdravstvena-ordinacija-dermastja-desislava-dr-dent-med-ljubljana-cesta-ljubljanske-brigade-5851a4de58
Dermatologija Bartenjev d.o.o.,Monday: 8:00 AM – 7:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 1 241 76 50,46.044153300000005,14.498696899999997,"Finžgarjeva ulica 4, 1000 Ljubljana, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=3105342719383945655,http://www.bartenjev.si/
Dermatologija Maja Kalac Pandurovic d.o.o.,Monday: 12:00 – 8:00 PM; Tuesday: 7:30 AM – 3:30 PM; Wednesday: 7:30 AM – 3:30 PM; Thursday: 11:00 AM – 7:00 PM; Friday: 8:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 2 250 25 75,46.561260999999995,15.634710299999998,"Gosposvetska cesta 41, 2000 Maribor, Slovenia",doctor,wheelchairAccessibleEntrance; wheelchairAccessibleSeating,https://maps.google.com/?cid=2768753144952900240,http://www.derma-mkp.si/
Diagnostika d.o.o Zdravko Tošović internist,,+386 4 208 21 62,46.2486477,14.353225199999997,"Gosposvetska ulica 10a, 4000 Kranj, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=1186926938322345281,http://www.diagnostika-kranj.si/
