Procedure Code,Procedure Name,Facility,Category,Waiting Days
1010P,Dermatološki pregled - prvi,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,regular,439
1010P,Dermatološki pregled - prvi,MEDICAL CENTER ROGAŠKA,regular,500
1010P,Dermatološki pregled - prvi,DERMATOLOŠKI CENTER FABJAN,regular,561
1010P,Dermatološki pregled - prvi,UKC LJUBLJANA DERMATOVENEROLOŠKA KLINIKA,regular,574
1010P,Dermatološki pregled - prvi,OZG ZDRAVSTVENI DOM ŠKOFJA LOKA,regular,592
1010P,Dermatološki pregled - prvi,Dermatologija Rogl Fabjan,regular,653
1010P,Dermatološki pregled - prvi,OZG ZDRAVSTVENI DOM KRANJ,regular,683
1010P,Dermatološki pregled - prvi,SŽ - ŽELEZNIŠKI ZDRAVSTVENI DOM LJUBLJANA,regular,727
1010P,Dermatološki pregled - prvi,Dermatologija Bartenjev d.o.o.,regular,1048
1010P,Dermatološki pregled - prvi,OZG ZDRAVSTVENI DOM KRANJ,fast,57
1010P,Dermatološki pregled - prvi,"DERMA SAN, d.o.o.",fast,74
1010P,Dermatološki pregled - prvi,"DERMAMED SPECIALISTICNA AMBULANTA LIDIJA PUSTAI-ŠAFARIC, DR.MED., SPEC.DERMATOVENEROLOG",fast,125
1010P,Dermatološki pregled - prvi,DERMIS Spec. derm. alergološka ambulanta d.o.o.,fast,149
1010P,Dermatološki pregled - prvi,ZDRAVSTVENI DOM-OSNOVNO VARSTVO NOVA GORICA,fast,193
1010P,Dermatološki pregled - prvi,ZDRAVSTVENI DOM MURSKA SOBOTA,fast,216
1010P,Dermatološki pregled - prvi,Zdravstveni zavod Dermoestetika Izola,fast,224
1010P,Dermatološki pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,fast,227
1010P,Dermatološki pregled - prvi,ZDRAVSTVENI DOM VELENJE,fast,227
1010P,Dermatološki pregled - prvi,ZDRAVSTVENI DOM AJDOVŠČINA,fast,228
1010P,Dermatološki pregled - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,fast,245
1010P,Dermatološki pregled - prvi,"Dermadent, d.o.o. Ljubljana, PE Dermatologija Dermadent",fast,257
1010P,Dermatološki pregled - prvi,Dermatovenerologija Natalija Evdakova Bodiroža,fast,257
1010P,Dermatološki pregled - prvi,SPLOŠNA BOLNIŠNICA JESENICE,fast,257
1010P,Dermatološki pregled - prvi,ZDRAVSTVENI DOM PTUJ,fast,257
1010P,Dermatološki pregled - prvi,ZDRAVSTVENI DOM DR. ADOLFA DROLCA MARIBOR,fast,288
1010P,Dermatološki pregled - prvi,ZDRAVSTVENI DOM TRBOVLJE TRBOVLJE,fast,288
1010P,Dermatološki pregled - prvi,"ZDRAVSTVENI DOM DR. FRANCA AMBROŽIČA, POSTOJNA",fast,307
1010P,Dermatološki pregled - prvi,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,fast,318
1010P,Dermatološki pregled - prvi,FABJAN BEAUTY d.o.o.,fast,318
1010P,Dermatološki pregled - prvi,MEDICAL CENTER ROGAŠKA,fast,349
1010P,Dermatološki pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,fast,380
1010P,Dermatološki pregled - prvi,UKC LJUBLJANA DERMATOVENEROLOŠKA KLINIKA,fast,380
1010P,Dermatološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,fast,410
1010P,Dermatološki pregled - prvi,OZG ZDRAVSTVENI DOM ŠKOFJA LOKA,fast,469
1010P,Dermatološki pregled - prvi,Dermatologija Rogl Fabjan,fast,653
1010P,Dermatološki pregled - prvi,DERMATOLOŠKI CENTER FABJAN,fast,653
1010P,Dermatološki pregled - prvi,SŽ - ŽELEZNIŠKI ZDRAVSTVENI DOM LJUBLJANA,fast,727
1010P,Dermatološki pregled - prvi,Dermatologija Bartenjev d.o.o.,fast,773
1010P,Dermatološki pregled - prvi,OZG ZDRAVSTVENI DOM KRANJ,veryFast,0
1010P,Dermatološki pregled - prvi,"DERMA SAN, d.o.o.",veryFast,15
1010P,Dermatološki pregled - prvi,Dermatovenerologija Natalija Evdakova Bodiroža,veryFast,57
1010P,Dermatološki pregled - prvi,DERMIS Spec. derm. alergološka ambulanta d.o.o.,veryFast,74
1010P,Dermatološki pregled - prvi,ZDRAVSTVENI DOM MURSKA SOBOTA,veryFast,77
1010P,Dermatološki pregled - prvi,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,veryFast,88
1010P,Dermatološki pregled - prvi,"DERMAMED SPECIALISTICNA AMBULANTA LIDIJA PUSTAI-ŠAFARIC, DR.MED., SPEC.DERMATOVENEROLOG",veryFast,98
1010P,Dermatološki pregled - prvi,Dermatologija Bartenjev d.o.o.,veryFast,104
1010P,Dermatološki pregled - prvi,"Dermadent, d.o.o. Ljubljana, PE Dermatologija Dermadent",veryFast,104
1010P,Dermatološki pregled - prvi,FABJAN BEAUTY d.o.o.,veryFast,104
1010P,Dermatološki pregled - prvi,Zdravstveni zavod Dermoestetika Izola,veryFast,109
1010P,Dermatološki pregled - prvi,ZDRAVSTVENI DOM-OSNOVNO VARSTVO NOVA GORICA,veryFast,117
1010P,Dermatološki pregled - prvi,SPLOŠNA BOLNIŠNICA JESENICE,veryFast,118
1010P,Dermatološki pregled - prvi,UKC LJUBLJANA DERMATOVENEROLOŠKA KLINIKA,veryFast,118
1010P,Dermatološki pregled - prvi,ZDRAVSTVENI DOM PTUJ,veryFast,149
1010P,Dermatološki pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,veryFast,149
1010P,Dermatološki pregled - prvi,ZDRAVSTVENI DOM DR. ADOLFA DROLCA MARIBOR,veryFast,149
1010P,Dermatološki pregled - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,veryFast,155
1010P,Dermatološki pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,veryFast,165
1010P,Dermatološki pregled - prvi,ZDRAVSTVENI DOM VELENJE,veryFast,165
1010P,Dermatološki pregled - prvi,ZDRAVSTVENI DOM AJDOVŠČINA,veryFast,166
1010P,Dermatološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,veryFast,195
1010P,Dermatološki pregled - prvi,Dermatologija Rogl Fabjan,veryFast,196
1010P,Dermatološki pregled - prvi,ZDRAVSTVENI DOM TRBOVLJE TRBOVLJE,veryFast,196
1010P,Dermatološki pregled - prvi,"ZDRAVSTVENI DOM DR. FRANCA AMBROŽIČA, POSTOJNA",veryFast,223
1010P,Dermatološki pregled - prvi,OZG ZDRAVSTVENI DOM ŠKOFJA LOKA,veryFast,227
1010P,Dermatološki pregled - prvi,MEDICAL CENTER ROGAŠKA,veryFast,257
1010P,Dermatološki pregled - prvi,DERMATOLOŠKI CENTER FABJAN,veryFast,257
1010P,Dermatološki pregled - prvi,SŽ - ŽELEZNIŠKI ZDRAVSTVENI DOM LJUBLJANA,veryFast,714
1011P,Venerološki pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,regular,0
1011P,Venerološki pregled - prvi,ZDRAVSTVENI DOM PTUJ,regular,1
1011P,Venerološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,regular,42
1011P,Venerološki pregled - prvi,UKC LJUBLJANA DERMATOVENEROLOŠKA KLINIKA,regular,433
1011P,Venerološki pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,fast,0
1011P,Venerološki pregled - prvi,ZDRAVSTVENI DOM PTUJ,fast,1
1011P,Venerološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,fast,26
1011P,Venerološki pregled - prvi,UKC LJUBLJANA DERMATOVENEROLOŠKA KLINIKA,fast,104
1011P,Venerološki pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,veryFast,0
1011P,Venerološki pregled - prvi,ZDRAVSTVENI DOM PTUJ,veryFast,1
1011P,Venerološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,veryFast,5
1011P,Venerološki pregled - prvi,UKC LJUBLJANA DERMATOVENEROLOŠKA KLINIKA,veryFast,43
1012P,Flebološki pregled - prvi,KIRURŠKI CENTER TOŠ D.O.O.,regular,0
1012P,Flebološki pregled - prvi,"ZDRAVSTVENI DOM DR. FRANCA AMBROŽIČA, POSTOJNA",regular,39
1012P,Flebološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,regular,57
1012P,Flebološki pregled - prvi,SPLOŠNA BOLNIŠNICA BREŽICE,regular,149
1012P,Flebološki pregled - prvi,SPLOŠNA BOLNIŠNICA TRBOVLJE,regular,308
1012P,Flebološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,regular,421
1012P,Flebološki pregled - prvi,UKC LJUBLJANA DERMATOVENEROLOŠKA KLINIKA,regular,476
1012P,Flebološki pregled - prvi,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,regular,834
1012P,Flebološki pregled - prvi,KIRURŠKI CENTER TOŠ D.O.O.,fast,0
1012P,Flebološki pregled - prvi,"ZDRAVSTVENI DOM DR. FRANCA AMBROŽIČA, POSTOJNA",fast,18
1012P,Flebološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,fast,43
1012P,Flebološki pregled - prvi,SPLOŠNA BOLNIŠNICA BREŽICE,fast,88
1012P,Flebološki pregled - prvi,UKC LJUBLJANA DERMATOVENEROLOŠKA KLINIKA,fast,104
1012P,Flebološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,fast,127
1012P,Flebološki pregled - prvi,SPLOŠNA BOLNIŠNICA TRBOVLJE,fast,308
1012P,Flebološki pregled - prvi,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,fast,439
1012P,Flebološki pregled - prvi,KIRURŠKI CENTER TOŠ D.O.O.,veryFast,0
1012P,Flebološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,veryFast,0
1012P,Flebološki pregled - prvi,SPLOŠNA BOLNIŠNICA BREŽICE,veryFast,0
1012P,Flebološki pregled - prvi,"ZDRAVSTVENI DOM DR. FRANCA AMBROŽIČA, POSTOJNA",veryFast,18
1012P,Flebološki pregled - prvi,UKC LJUBLJANA DERMATOVENEROLOŠKA KLINIKA,veryFast,29
1012P,Flebološki pregled - prvi,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,veryFast,88
1012P,Flebološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,veryFast,113
1012P,Flebološki pregled - prvi,SPLOŠNA BOLNIŠNICA TRBOVLJE,veryFast,231
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA JESENICE,regular,196
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,regular,227
1014P,Gastroenterološki pregled - prvi,Medicinski center Heliks d.o.o.,regular,232
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,regular,318
1014P,Gastroenterološki pregled - prvi,Gastromedica d.o.o.,regular,318
1014P,Gastroenterološki pregled - prvi,KLANMEDIC d.o.o.,regular,349
1014P,Gastroenterološki pregled - prvi,"DR. KOŠUTIC, INTERNISTICNA GASTROENTEROLOŠKA AMBULANTA",regular,349
1014P,Gastroenterološki pregled - prvi,Archimed d.o.o.,regular,349
1014P,Gastroenterološki pregled - prvi,BOLNIŠNICA TOPOLŠICA,regular,408
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,regular,408
1014P,Gastroenterološki pregled - prvi,DIAGNOSTIČNI CENTER ROGAŠKA D.O.O.,regular,427
1014P,Gastroenterološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,regular,439
1014P,Gastroenterološki pregled - prvi,UKC LJUBLJANA INTERNA KLINIKA,regular,469
1014P,Gastroenterološki pregled - prvi,DIAGNOSTIČNI CENTER BLED D.O.O.,regular,500
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,regular,501
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA TRBOVLJE,regular,530
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA BREŽICE,regular,530
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,regular,561
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,regular,592
1014P,Gastroenterološki pregled - prvi,ENDOMED D.O.O.,regular,592
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,regular,622
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,fast,149
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA JESENICE,fast,227
1014P,Gastroenterološki pregled - prvi,Medicinski center Heliks d.o.o.,fast,239
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,fast,288
1014P,Gastroenterološki pregled - prvi,"DR. KOŠUTIC, INTERNISTICNA GASTROENTEROLOŠKA AMBULANTA",fast,318
1014P,Gastroenterološki pregled - prvi,Archimed d.o.o.,fast,318
1014P,Gastroenterološki pregled - prvi,KLANMEDIC d.o.o.,fast,318
1014P,Gastroenterološki pregled - prvi,Gastromedica d.o.o.,fast,318
1014P,Gastroenterološki pregled - prvi,DIAGNOSTIČNI CENTER ROGAŠKA D.O.O.,fast,364
1014P,Gastroenterološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,fast,380
1014P,Gastroenterološki pregled - prvi,BOLNIŠNICA TOPOLŠICA,fast,380
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,fast,380
1014P,Gastroenterološki pregled - prvi,UKC LJUBLJANA INTERNA KLINIKA,fast,408
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,fast,439
1014P,Gastroenterološki pregled - prvi,DIAGNOSTIČNI CENTER BLED D.O.O.,fast,469
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA BREŽICE,fast,500
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,fast,501
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,fast,530
1014P,Gastroenterološki pregled - prvi,ENDOMED D.O.O.,fast,530
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,fast,561
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA TRBOVLJE,fast,653
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,veryFast,43
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA TRBOVLJE,veryFast,57
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA JESENICE,veryFast,74
1014P,Gastroenterološki pregled - prvi,Medicinski center Heliks d.o.o.,veryFast,120
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,veryFast,135
1014P,Gastroenterološki pregled - prvi,UKC LJUBLJANA INTERNA KLINIKA,veryFast,149
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,veryFast,149
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,veryFast,149
1014P,Gastroenterološki pregled - prvi,KLANMEDIC d.o.o.,veryFast,165
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,veryFast,196
1014P,Gastroenterološki pregled - prvi,Archimed d.o.o.,veryFast,196
1014P,Gastroenterološki pregled - prvi,"DR. KOŠUTIC, INTERNISTICNA GASTROENTEROLOŠKA AMBULANTA",veryFast,196
1014P,Gastroenterološki pregled - prvi,BOLNIŠNICA TOPOLŠICA,veryFast,196
1014P,Gastroenterološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,veryFast,196
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA BREŽICE,veryFast,227
1014P,Gastroenterološki pregled - prvi,Gastromedica d.o.o.,veryFast,227
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,veryFast,288
1014P,Gastroenterološki pregled - prvi,DIAGNOSTIČNI CENTER BLED D.O.O.,veryFast,288
1014P,Gastroenterološki pregled - prvi,ENDOMED D.O.O.,veryFast,349
1014P,Gastroenterološki pregled - prvi,DIAGNOSTIČNI CENTER ROGAŠKA D.O.O.,veryFast,358
1014P,Gastroenterološki pregled - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,veryFast,410
1015P,Hematološki pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,regular,135
1015P,Hematološki pregled - prvi,SPLOŠNA BOLNIŠNICA TRBOVLJE,regular,165
1015P,Hematološki pregled - prvi,UKC LJUBLJANA INTERNA KLINIKA,regular,196
1015P,Hematološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,regular,257
1015P,Hematološki pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,regular,408
1015P,Hematološki pregled - prvi,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,regular,500
1015P,Hematološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,regular,500
1015P,Hematološki pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,regular,865
1015P,Hematološki pregled - prvi,SPLOŠNA BOLNIŠNICA TRBOVLJE,fast,57
1015P,Hematološki pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,fast,74
1015P,Hematološki pregled - prvi,UKC LJUBLJANA INTERNA KLINIKA,fast,104
1015P,Hematološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,fast,118
1015P,Hematološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,fast,227
1015P,Hematološki pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,fast,288
1015P,Hematološki pregled - prvi,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,fast,349
1015P,Hematološki pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,fast,745
1015P,Hematološki pregled - prvi,SPLOŠNA BOLNIŠNICA TRBOVLJE,veryFast,15
1015P,Hematološki pregled - prvi,UKC LJUBLJANA INTERNA KLINIKA,veryFast,29
1015P,Hematološki pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,veryFast,43
1015P,Hematološki pregled - prvi,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,veryFast,57
1015P,Hematološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,veryFast,57
1015P,Hematološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,veryFast,88
1015P,Hematološki pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,veryFast,104
1015P,Hematološki pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,veryFast,135
1016P,Infektološki pregled - prvi,UKC LJUBLJANA - KLINIKA ZA INFEKCIJSKE BOLEZNI IN VROČINSKA STANJA,regular,0
1016P,Infektološki pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,regular,8
1016P,Infektološki pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,regular,15
1016P,Infektološki pregled - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,regular,26
1016P,Infektološki pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,regular,43
1016P,Infektološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,regular,43
1016P,Infektološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,regular,88
1016P,Infektološki pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,fast,0
1016P,Infektološki pregled - prvi,UKC LJUBLJANA - KLINIKA ZA INFEKCIJSKE BOLEZNI IN VROČINSKA STANJA,fast,0
1016P,Infektološki pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,fast,0
1016P,Infektološki pregled - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,fast,12
1016P,Infektološki pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,fast,15
1016P,Infektološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,fast,29
1016P,Infektološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,fast,57
1016P,Infektološki pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,veryFast,0
1016P,Infektološki pregled - prvi,UKC LJUBLJANA - KLINIKA ZA INFEKCIJSKE BOLEZNI IN VROČINSKA STANJA,veryFast,0
1016P,Infektološki pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,veryFast,0
1016P,Infektološki pregled - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,veryFast,5
1016P,Infektološki pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,veryFast,15
1016P,Infektološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,veryFast,15
1016P,Infektološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,veryFast,29
1017P,Internistični pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,regular,0
1017P,Internistični pregled - prvi,SPLOŠNA BOLNIŠNICA JESENICE,regular,15
1017P,Internistični pregled - prvi,"ZASEBNA INTERNISTICNO-PULMOLOŠKA AMBULANTA JASMINA PANJAN AVRAMOVIČ, DR.MED.,SPEC.INT.MED.",regular,15
1017P,Internistični pregled - prvi,"ALVEOLA D.O.O. ALBERT KLOBUČAR, DR. MED.",regular,22
1017P,Internistični pregled - prvi,KAMBIČ - KAFOL d.o.o.,regular,29
1017P,Internistični pregled - prvi,SŽ - ŽELEZNIŠKI ZDRAVSTVENI DOM LJUBLJANA,regular,33
1017P,Internistični pregled - prvi,ZDRAVSTVENI DOM PIRAN POLIAMBULATORIO PIRANO,regular,33
1017P,Internistični pregled - prvi,ZDRAVSTVENI DOM GROSUPLJE,regular,39
1017P,Internistični pregled - prvi,Medicointerna d.o.o.,regular,43
1017P,Internistični pregled - prvi,SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,regular,43
1017P,Internistični pregled - prvi,ZDRAVSTVENI DOM LENART,regular,56
1017P,Internistični pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,regular,57
1017P,Internistični pregled - prvi,UKC LJUBLJANA INTERNA KLINIKA,regular,74
1017P,Internistični pregled - prvi,BOLNIŠNICA SEŽANA,regular,74
1017P,Internistični pregled - prvi,OptimaMed Dializni center Vojnik d.o.o.,regular,76
1017P,Internistični pregled - prvi,ZDRAVSTVENI DOM RAVNE NA KOROŠKEM,regular,90
1017P,Internistični pregled - prvi,VERBOTEN KOPRIVA RENATA - ORDINACIJA INTERNE MEDICINE,regular,103
1017P,Internistični pregled - prvi,SPLOŠNA BOLNIŠNICA BREŽICE,regular,165
1017P,Internistični pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,regular,227
1017P,Internistični pregled - prvi,AL-MEDICO,regular,257
1017P,Internistični pregled - prvi,Zavod Apolon,regular,318
1017P,Internistični pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,fast,0
1017P,Internistični pregled - prvi,"ZASEBNA INTERNISTICNO-PULMOLOŠKA AMBULANTA JASMINA PANJAN AVRAMOVIČ, DR.MED.,SPEC.INT.MED.",fast,15
1017P,Internistični pregled - prvi,"ALVEOLA D.O.O. ALBERT KLOBUČAR, DR. MED.",fast,19
1017P,Internistični pregled - prvi,ZDRAVSTVENI DOM GROSUPLJE,fast,25
1017P,Internistični pregled - prvi,SŽ - ŽELEZNIŠKI ZDRAVSTVENI DOM LJUBLJANA,fast,26
1017P,Internistični pregled - prvi,KAMBIČ - KAFOL d.o.o.,fast,29
1017P,Internistični pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,fast,29
1017P,Internistični pregled - prvi,Medicointerna d.o.o.,fast,29
1017P,Internistični pregled - prvi,SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,fast,29
1017P,Internistični pregled - prvi,ZDRAVSTVENI DOM PIRAN POLIAMBULATORIO PIRANO,fast,33
1017P,Internistični pregled - prvi,SPLOŠNA BOLNIŠNICA JESENICE,fast,43
1017P,Internistični pregled - prvi,SPLOŠNA BOLNIŠNICA BREŽICE,fast,43
1017P,Internistični pregled - prvi,ZDRAVSTVENI DOM LENART,fast,49
1017P,Internistični pregled - prvi,BOLNIŠNICA SEŽANA,fast,57
1017P,Internistični pregled - prvi,OptimaMed Dializni center Vojnik d.o.o.,fast,76
1017P,Internistični pregled - prvi,ZDRAVSTVENI DOM RAVNE NA KOROŠKEM,fast,90
1017P,Internistični pregled - prvi,VERBOTEN KOPRIVA RENATA - ORDINACIJA INTERNE MEDICINE,fast,103
1017P,Internistični pregled - prvi,UKC LJUBLJANA INTERNA KLINIKA,fast,104
1017P,Internistični pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,fast,135
1017P,Internistični pregled - prvi,Zavod Apolon,fast,165
1017P,Internistični pregled - prvi,AL-MEDICO,fast,165
1017P,Internistični pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,veryFast,0
1017P,Internistični pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,veryFast,0
1017P,Internistični pregled - prvi,ZDRAVSTVENI DOM PIRAN POLIAMBULATORIO PIRANO,veryFast,11
1017P,Internistični pregled - prvi,"ALVEOLA D.O.O. ALBERT KLOBUČAR, DR. MED.",veryFast,13
1017P,Internistični pregled - prvi,UKC LJUBLJANA INTERNA KLINIKA,veryFast,15
1017P,Internistični pregled - prvi,"ZASEBNA INTERNISTICNO-PULMOLOŠKA AMBULANTA JASMINA PANJAN AVRAMOVIČ, DR.MED.,SPEC.INT.MED.",veryFast,15
1017P,Internistični pregled - prvi,Medicointerna d.o.o.,veryFast,15
1017P,Internistični pregled - prvi,KAMBIČ - KAFOL d.o.o.,veryFast,15
1017P,Internistični pregled - prvi,SPLOŠNA BOLNIŠNICA BREŽICE,veryFast,15
1017P,Internistični pregled - prvi,SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,veryFast,15
1017P,Internistični pregled - prvi,ZDRAVSTVENI DOM GROSUPLJE,veryFast,25
1017P,Internistični pregled - prvi,SŽ - ŽELEZNIŠKI ZDRAVSTVENI DOM LJUBLJANA,veryFast,26
1017P,Internistični pregled - prvi,ZDRAVSTVENI DOM LENART,veryFast,28
1017P,Internistični pregled - prvi,BOLNIŠNICA SEŽANA,veryFast,29
